opportunity_id,snapshot_date,account_id,seller_id,product,segment,channel,created_date,amount,expected_close,stage,category,stage_entered,last_activity,close_date,loss_reason,source_kind,scenario_id
SIM-0243,2026-09-11,A073,S033,GTX Pro,Growth,Partner,2026-08-21,48000,2026-10-01,Discovery,Pipeline,2026-09-06,2026-09-06,,,synthetic,planning-v2-seed-20260920
SIM-0244,2026-09-11,A074,S034,MG Advanced,Enterprise,Outbound,2026-07-31,49000,2026-11-19,Qualification,Pipeline,2026-08-22,2026-08-22,,,synthetic,planning-v2-seed-20260920
SIM-0245,2026-09-11,A075,S035,MG Special,Scale,Inbound,2026-08-09,40000,2026-09-07,Negotiation,Commit,2026-09-01,2026-09-01,,,synthetic,planning-v2-seed-20260920
SIM-0246,2026-09-11,A076,S001,GTK 500,Growth,Partner,2026-06-06,17000,2026-08-27,Lost,Closed,2026-08-27,2026-08-27,2026-08-27,No decision,synthetic,planning-v2-seed-20260920
SIM-0247,2026-09-11,A077,S002,GTX Basic,Enterprise,Outbound,2026-06-02,31000,2026-08-26,Lost,Closed,2026-08-26,2026-08-26,2026-08-26,Competition,synthetic,planning-v2-seed-20260920
SIM-0248,2026-09-11,A078,S003,GTX Plus Basic,Scale,Inbound,2025-12-26,13000,2026-03-09,Lost,Closed,2026-03-09,2026-03-09,2026-03-09,Process,synthetic,planning-v2-seed-20260920
SIM-0249,2026-09-11,A079,S004,GTX Plus Pro,Growth,Partner,2026-03-23,35000,2026-07-07,Lost,Closed,2026-07-07,2026-07-07,2026-07-07,Price,synthetic,planning-v2-seed-20260920
SIM-0250,2026-09-11,A080,S005,GTX Pro,Enterprise,Outbound,2025-12-15,75000,2026-04-29,Won,Closed,2026-04-29,2026-04-29,2026-04-29,,synthetic,planning-v2-seed-20260920
SIM-0251,2026-09-11,A081,S006,MG Advanced,Scale,Inbound,2026-02-16,77000,2026-05-19,Lost,Closed,2026-05-19,2026-05-19,2026-05-19,Competition,synthetic,planning-v2-seed-20260920
SIM-0252,2026-09-11,A082,S007,MG Special,Growth,Partner,2025-12-02,13000,2026-03-04,Won,Closed,2026-03-04,2026-03-04,2026-03-04,,synthetic,planning-v2-seed-20260920
SIM-0253,2026-09-11,A083,S008,GTK 500,Enterprise,Outbound,2026-08-04,22000,2026-11-13,Qualification,Pipeline,2026-08-24,2026-08-24,,,synthetic,planning-v2-seed-20260920
SIM-0254,2026-09-11,A084,S009,GTX Basic,Scale,Inbound,2025-12-30,88000,2026-03-17,Lost,Closed,2026-03-17,2026-03-17,2026-03-17,No decision,synthetic,planning-v2-seed-20260920
SIM-0255,2026-09-11,A085,S010,GTX Plus Basic,Growth,Partner,2026-07-18,56000,2026-10-12,Proposal,Best Case,2026-09-07,2026-09-07,,,synthetic,planning-v2-seed-20260920
SIM-0256,2026-09-11,A001,S011,GTX Plus Pro,Growth,Outbound,2025-12-18,13000,2026-02-06,Won,Closed,2026-02-06,2026-02-06,2026-02-06,,synthetic,planning-v2-seed-20260920
SIM-0257,2026-09-11,A002,S012,GTX Pro,Enterprise,Inbound,2026-08-18,24000,2026-12-06,Qualification,Pipeline,2026-09-09,2026-09-09,,,synthetic,planning-v2-seed-20260920
SIM-0258,2026-09-11,A003,S013,MG Advanced,Scale,Partner,2026-07-05,22000,2026-09-28,Negotiation,Commit,2026-09-11,2026-09-11,,,synthetic,planning-v2-seed-20260920
SIM-0259,2026-09-11,A004,S014,MG Special,Growth,Outbound,2026-02-10,41000,2026-06-18,Won,Closed,2026-06-18,2026-06-18,2026-06-18,,synthetic,planning-v2-seed-20260920
SIM-0260,2026-09-11,A005,S015,GTK 500,Enterprise,Inbound,2026-02-08,83000,2026-05-27,Lost,Closed,2026-05-27,2026-05-27,2026-05-27,Process,synthetic,planning-v2-seed-20260920
SIM-0261,2026-09-11,A006,S016,GTX Basic,Scale,Partner,2025-12-16,12000,2026-04-28,Lost,Closed,2026-04-28,2026-04-28,2026-04-28,Price,synthetic,planning-v2-seed-20260920
SIM-0262,2026-09-11,A007,S017,GTX Plus Basic,Growth,Outbound,2025-12-31,39000,2026-04-17,Lost,Closed,2026-04-17,2026-04-17,2026-04-17,No decision,synthetic,planning-v2-seed-20260920
SIM-0263,2026-09-11,A008,S018,GTX Plus Pro,Enterprise,Inbound,2026-01-14,13000,2026-03-18,Won,Closed,2026-03-18,2026-03-18,2026-03-18,,synthetic,planning-v2-seed-20260920
SIM-0264,2026-09-11,A009,S019,GTX Pro,Scale,Partner,2026-05-16,22000,2026-07-21,Lost,Closed,2026-07-21,2026-07-21,2026-07-21,Process,synthetic,planning-v2-seed-20260920
SIM-0265,2026-09-11,A010,S020,MG Advanced,Growth,Outbound,2026-08-30,30000,2026-12-10,Prospecting,Pipeline,2026-08-30,2026-08-30,,,synthetic,planning-v2-seed-20260920
SIM-0266,2026-09-11,,S021,MG Special,Enterprise,Inbound,2026-09-09,94000,2026-12-10,Prospecting,Pipeline,2026-09-09,2026-09-09,,,synthetic,planning-v2-seed-20260920
SIM-0268,2026-09-11,A013,S023,GTX Basic,Growth,Outbound,2026-02-18,40000,2026-05-10,Won,Closed,2026-05-10,2026-05-10,2026-05-10,,synthetic,planning-v2-seed-20260920
SIM-0269,2026-09-11,A014,S024,GTX Plus Basic,Enterprise,Inbound,2026-08-07,25000,2026-10-28,Discovery,Pipeline,2026-09-08,2026-09-08,,,synthetic,planning-v2-seed-20260920
SIM-0270,2026-09-11,A015,S025,GTX Plus Pro,Scale,Partner,2026-04-12,53000,2026-08-06,Won,Closed,2026-08-06,2026-08-06,2026-08-06,,synthetic,planning-v2-seed-20260920
SIM-0271,2026-09-11,A016,S026,GTX Pro,Growth,Outbound,2026-04-24,81000,2026-08-17,Won,Closed,2026-08-17,2026-08-17,2026-08-17,,synthetic,planning-v2-seed-20260920
SIM-0272,2026-09-11,A017,S027,MG Advanced,Enterprise,Inbound,2026-07-29,66000,2026-09-12,Negotiation,Commit,2026-09-03,2026-09-03,,,synthetic,planning-v2-seed-20260920
SIM-0273,2026-09-11,A018,S028,MG Special,Scale,Partner,2026-09-03,68000,2026-12-22,Prospecting,Pipeline,2026-09-03,2026-09-03,,,synthetic,planning-v2-seed-20260920
SIM-0274,2026-09-11,A019,S029,GTK 500,Growth,Outbound,2026-01-08,8000,2026-02-20,Lost,Closed,2026-02-20,2026-02-20,2026-02-20,No decision,synthetic,planning-v2-seed-20260920
SIM-0275,2026-09-11,A020,S030,GTX Basic,Enterprise,Inbound,2026-08-17,15000,2026-10-14,Discovery,Pipeline,2026-09-09,2026-09-09,,,synthetic,planning-v2-seed-20260920
SIM-0276,2026-09-11,A021,S031,GTX Plus Basic,Scale,Partner,2026-09-08,51000,2026-12-22,Prospecting,Pipeline,2026-09-08,2026-09-08,,,synthetic,planning-v2-seed-20260920
SIM-0277,2026-09-11,A022,S032,GTX Plus Pro,Growth,Outbound,2026-07-28,63000,2026-09-04,Won,Closed,2026-09-04,2026-09-04,2026-09-04,,synthetic,planning-v2-seed-20260920
SIM-0278,2026-09-11,A023,S033,GTX Pro,Enterprise,Inbound,2026-07-24,52000,2026-11-14,Discovery,Pipeline,2026-09-07,2026-09-07,,,synthetic,planning-v2-seed-20260920
SIM-0279,2026-09-11,A024,S034,MG Advanced,Scale,Partner,2026-07-02,59000,2026-10-04,Proposal,Best Case,2026-08-27,2026-08-27,,,synthetic,planning-v2-seed-20260920
SIM-0281,2026-09-11,A026,S001,GTK 500,Enterprise,Inbound,2026-02-16,19000,2026-04-11,Lost,Closed,2026-04-11,2026-04-11,2026-04-11,Price,synthetic,planning-v2-seed-20260920
SIM-0282,2026-09-11,A027,S002,GTX Basic,Scale,Partner,2026-03-19,80000,2026-05-15,Lost,Closed,2026-05-15,2026-05-15,2026-05-15,No decision,synthetic,planning-v2-seed-20260920
SIM-0283,2026-09-11,A028,S003,GTX Plus Basic,Growth,Outbound,2026-07-16,28000,2026-09-07,Lost,Closed,2026-09-07,2026-09-07,2026-09-07,Competition,synthetic,planning-v2-seed-20260920
SIM-0284,2026-09-11,A029,S004,GTX Plus Pro,Enterprise,Inbound,2026-01-02,84000,2026-03-08,Won,Closed,2026-03-08,2026-03-08,2026-03-08,,synthetic,planning-v2-seed-20260920
SIM-0285,2026-09-11,A030,S005,GTX Pro,Scale,Partner,2026-05-29,64000,2026-06-27,Won,Closed,2026-06-27,2026-06-27,2026-06-27,,synthetic,planning-v2-seed-20260920
SIM-0286,2026-09-11,A031,S006,MG Advanced,Growth,Outbound,2026-01-29,23000,2026-05-01,Lost,Closed,2026-05-01,2026-05-01,2026-05-01,No decision,synthetic,planning-v2-seed-20260920
SIM-0287,2026-09-11,A032,S007,MG Special,Enterprise,Inbound,2026-08-28,32000,2026-12-21,Prospecting,Pipeline,2026-08-28,2026-08-28,,,synthetic,planning-v2-seed-20260920
SIM-0288,2026-09-11,A033,S008,GTK 500,Scale,Partner,2026-04-15,30000,2026-05-25,Won,Closed,2026-05-25,2026-05-25,2026-05-25,,synthetic,planning-v2-seed-20260920
SIM-0289,2026-09-11,A034,S009,GTX Basic,Growth,Outbound,2026-06-17,34000,2026-07-15,Lost,Closed,2026-07-15,2026-07-15,2026-07-15,Price,synthetic,planning-v2-seed-20260920
SIM-0290,2026-09-11,A035,S010,GTX Plus Basic,Enterprise,Inbound,2026-04-25,99000,2026-07-22,Won,Closed,2026-07-22,2026-07-22,2026-07-22,,synthetic,planning-v2-seed-20260920
SIM-0291,2026-09-11,A036,S011,GTX Plus Pro,Scale,Partner,2026-01-24,28000,2026-03-28,Won,Closed,2026-03-28,2026-03-28,2026-03-28,,synthetic,planning-v2-seed-20260920
SIM-0292,2026-09-11,A037,S012,GTX Pro,Growth,Outbound,2026-01-23,98000,2026-06-05,Lost,Closed,2026-06-05,2026-06-05,2026-06-05,Process,synthetic,planning-v2-seed-20260920
SIM-0293,2026-09-11,A038,S013,MG Advanced,Enterprise,Inbound,2026-03-30,17000,2026-07-13,Lost,Closed,2026-07-13,2026-07-13,2026-07-13,Price,synthetic,planning-v2-seed-20260920
SIM-0294,2026-09-11,A039,S014,MG Special,Scale,Partner,2025-12-06,31000,2026-03-29,Won,Closed,2026-03-29,2026-03-29,2026-03-29,,synthetic,planning-v2-seed-20260920
SIM-0295,2026-09-11,A040,S015,GTK 500,Growth,Outbound,2025-12-11,39000,2026-02-15,Won,Closed,2026-02-15,2026-02-15,2026-02-15,,synthetic,planning-v2-seed-20260920
SIM-0296,2026-09-11,A041,S016,GTX Basic,Enterprise,Inbound,2026-09-09,73000,2026-10-18,Prospecting,Pipeline,2026-09-09,2026-09-09,,,synthetic,planning-v2-seed-20260920
SIM-0297,2026-09-11,A042,S017,GTX Plus Basic,Scale,Partner,2026-01-07,84000,2026-02-02,Won,Closed,2026-02-02,2026-02-02,2026-02-02,,synthetic,planning-v2-seed-20260920
SIM-0298,2026-09-11,A043,S018,GTX Plus Pro,Growth,Outbound,2025-12-03,10000,2026-02-11,Lost,Closed,2026-02-11,2026-02-11,2026-02-11,No decision,synthetic,planning-v2-seed-20260920
SIM-0299,2026-09-11,A044,S019,GTX Pro,Enterprise,Inbound,2026-07-28,47000,2026-09-05,Lost,Closed,2026-09-05,2026-09-05,2026-09-05,Competition,synthetic,planning-v2-seed-20260920
SIM-0300,2026-09-11,A045,S020,MG Advanced,Scale,Partner,2026-04-11,88000,2026-05-18,Won,Closed,2026-05-18,2026-05-18,2026-05-18,,synthetic,planning-v2-seed-20260920
SIM-0301,2026-09-11,A046,S021,MG Special,Growth,Outbound,2026-05-16,49000,2026-09-04,Won,Closed,2026-09-04,2026-09-04,2026-09-04,,synthetic,planning-v2-seed-20260920
SIM-0303,2026-09-11,A048,S023,GTX Basic,Scale,Partner,2026-08-10,24000,2026-10-08,Discovery,Pipeline,2026-09-02,2026-09-02,,,synthetic,planning-v2-seed-20260920
SIM-0304,2026-09-11,A049,S024,GTX Plus Basic,Growth,Outbound,2026-04-14,59000,2026-07-19,Won,Closed,2026-07-19,2026-07-19,2026-07-19,,synthetic,planning-v2-seed-20260920
SIM-0305,2026-09-11,A050,S025,GTX Plus Pro,Enterprise,Inbound,2026-07-04,73000,2026-10-30,Discovery,Pipeline,2026-08-20,2026-08-20,,,synthetic,planning-v2-seed-20260920
SIM-0306,2026-09-11,A051,S026,GTX Pro,Scale,Partner,2026-07-05,47000,2026-10-13,Proposal,Best Case,2026-09-03,2026-09-03,,,synthetic,planning-v2-seed-20260920
SIM-0307,2026-09-11,A052,S027,MG Advanced,Growth,Outbound,2026-08-29,26000,2026-12-18,Prospecting,Pipeline,2026-08-29,2026-08-29,,,synthetic,planning-v2-seed-20260920
SIM-0308,2026-09-11,A053,S028,MG Special,Enterprise,Inbound,2026-05-25,59000,2026-09-16,Negotiation,Commit,2026-08-24,2026-08-24,,,synthetic,planning-v2-seed-20260920
SIM-0309,2026-09-11,A054,S029,GTK 500,Scale,Partner,2026-08-06,97000,2026-11-27,Qualification,Pipeline,2026-08-28,2026-08-28,,,synthetic,planning-v2-seed-20260920
SIM-0310,2026-09-11,A055,S030,GTX Basic,Growth,Outbound,2026-01-19,33000,2026-03-05,Lost,Closed,2026-03-05,2026-03-05,2026-03-05,No decision,synthetic,planning-v2-seed-20260920
SIM-0311,2026-09-11,A056,S031,GTX Plus Basic,Enterprise,Inbound,2026-08-29,73000,2026-12-07,Prospecting,Pipeline,2026-08-29,2026-08-29,,,synthetic,planning-v2-seed-20260920
SIM-0312,2026-09-11,A057,S032,GTX Plus Pro,Scale,Partner,2026-07-23,41000,2026-09-24,Negotiation,Commit,2026-09-11,2026-09-11,,,synthetic,planning-v2-seed-20260920
SIM-0313,2026-09-11,A058,S033,GTX Pro,Growth,Outbound,2026-07-25,81000,2026-10-27,Discovery,Pipeline,2026-08-31,2026-08-31,,,synthetic,planning-v2-seed-20260920
SIM-0314,2026-09-11,A059,S034,MG Advanced,Enterprise,Inbound,2026-08-28,45000,2026-10-04,Discovery,Pipeline,2026-09-11,2026-09-11,,,synthetic,planning-v2-seed-20260920
SIM-0315,2026-09-11,A060,S035,MG Special,Scale,Partner,2026-07-17,67000,2026-08-20,Lost,Closed,2026-08-20,2026-08-20,2026-08-20,Competition,synthetic,planning-v2-seed-20260920
SIM-0316,2026-09-11,A061,S001,GTK 500,Growth,Outbound,2026-01-05,71000,2026-03-08,Won,Closed,2026-03-08,2026-03-08,2026-03-08,,synthetic,planning-v2-seed-20260920
SIM-0317,2026-09-11,A062,S002,GTX Basic,Enterprise,Inbound,2026-07-03,71000,2026-09-05,Lost,Closed,2026-09-05,2026-09-05,2026-09-05,Price,synthetic,planning-v2-seed-20260920
SIM-0318,2026-09-11,A063,S003,GTX Plus Basic,Scale,Partner,2026-01-08,90000,2026-02-12,Lost,Closed,2026-02-12,2026-02-12,2026-02-12,No decision,synthetic,planning-v2-seed-20260920
SIM-0319,2026-09-11,,S004,GTX Plus Pro,Growth,Outbound,2026-03-28,34000,2026-07-07,Won,Closed,2026-07-07,2026-07-07,2026-07-07,,synthetic,planning-v2-seed-20260920
SIM-0320,2026-09-11,A065,S005,GTX Pro,Enterprise,Inbound,2026-01-25,32000,2026-04-07,Lost,Closed,2026-04-07,2026-04-07,2026-04-07,Process,synthetic,planning-v2-seed-20260920
SIM-0321,2026-09-11,A066,S006,MG Advanced,Scale,Partner,2025-12-27,13000,2026-02-04,Won,Closed,2026-02-04,2026-02-04,2026-02-04,,synthetic,planning-v2-seed-20260920
SIM-0322,2026-09-11,A067,S007,MG Special,Growth,Outbound,2026-05-15,96000,2026-06-17,Won,Closed,2026-06-17,2026-06-17,2026-06-17,,synthetic,planning-v2-seed-20260920
SIM-0323,2026-09-11,A068,S008,GTK 500,Enterprise,Inbound,2026-07-07,96000,2026-10-11,Negotiation,Commit,2026-08-24,2026-08-24,,,synthetic,planning-v2-seed-20260920
SIM-0324,2026-09-11,A069,S009,GTX Basic,Scale,Partner,2026-01-24,35000,2026-02-27,Won,Closed,2026-02-27,2026-02-27,2026-02-27,,synthetic,planning-v2-seed-20260920
SIM-0325,2026-09-11,A070,S010,GTX Plus Basic,Growth,Outbound,2025-12-24,13000,2026-04-04,Won,Closed,2026-04-04,2026-04-04,2026-04-04,,synthetic,planning-v2-seed-20260920
SIM-0326,2026-09-11,A071,S011,GTX Plus Pro,Enterprise,Inbound,2026-03-16,24000,2026-04-28,Lost,Closed,2026-04-28,2026-04-28,2026-04-28,No decision,synthetic,planning-v2-seed-20260920
SIM-0327,2026-09-11,A072,S012,GTX Pro,Scale,Partner,2026-05-28,56000,2026-07-07,Won,Closed,2026-07-07,2026-07-07,2026-07-07,,synthetic,planning-v2-seed-20260920
SIM-0328,2026-09-11,A073,S013,MG Advanced,Growth,Outbound,2026-02-18,11000,2026-05-01,Won,Closed,2026-05-01,2026-05-01,2026-05-01,,synthetic,planning-v2-seed-20260920
SIM-0329,2026-09-11,A074,S014,MG Special,Enterprise,Inbound,2026-03-13,89000,2026-08-03,Won,Closed,2026-08-03,2026-08-03,2026-08-03,,synthetic,planning-v2-seed-20260920
SIM-0330,2026-09-11,A075,S015,GTK 500,Scale,Partner,2026-01-01,75000,2026-04-29,Won,Closed,2026-04-29,2026-04-29,2026-04-29,,synthetic,planning-v2-seed-20260920
SIM-0331,2026-09-11,A076,S016,GTX Basic,Growth,Outbound,2026-07-21,43000,2026-10-31,Discovery,Pipeline,2026-08-30,2026-08-30,,,synthetic,planning-v2-seed-20260920
SIM-0332,2026-09-11,A077,S017,GTX Plus Basic,Enterprise,Inbound,2026-08-09,65000,2026-10-07,Discovery,Pipeline,2026-09-01,2026-09-01,,,synthetic,planning-v2-seed-20260920
SIM-0333,2026-09-11,A078,S018,GTX Plus Pro,Scale,Partner,2026-02-14,41000,2026-05-15,Won,Closed,2026-05-15,2026-05-15,2026-05-15,,synthetic,planning-v2-seed-20260920
SIM-0334,2026-09-11,A079,S019,GTX Pro,Growth,Outbound,2026-01-03,44000,2026-02-21,Lost,Closed,2026-02-21,2026-02-21,2026-02-21,No decision,synthetic,planning-v2-seed-20260920
SIM-0335,2026-09-11,A080,S020,MG Advanced,Enterprise,Inbound,2026-07-31,66000,2026-11-23,Qualification,Pipeline,2026-08-23,2026-08-23,,,synthetic,planning-v2-seed-20260920
SIM-0337,2026-09-11,A082,S022,GTK 500,Growth,Outbound,2025-12-22,21000,2026-03-02,Won,Closed,2026-03-02,2026-03-02,2026-03-02,,synthetic,planning-v2-seed-20260920
SIM-0338,2026-09-11,A083,S023,GTX Basic,Enterprise,Inbound,2026-08-05,78000,2026-10-18,Discovery,Pipeline,2026-09-03,2026-09-03,,,synthetic,planning-v2-seed-20260920
SIM-0339,2026-09-11,A084,S024,GTX Plus Basic,Scale,Partner,2026-03-22,44000,2026-06-14,Won,Closed,2026-06-14,2026-06-14,2026-06-14,,synthetic,planning-v2-seed-20260920
SIM-0340,2026-09-11,A085,S025,GTX Plus Pro,Growth,Outbound,2026-04-16,19000,2026-07-15,Lost,Closed,2026-07-15,2026-07-15,2026-07-15,Process,synthetic,planning-v2-seed-20260920
SIM-0341,2026-09-11,A001,S026,GTX Pro,Growth,Inbound,2026-08-14,16000,2026-11-12,Qualification,Pipeline,2026-09-01,2026-09-01,,,synthetic,planning-v2-seed-20260920
SIM-0342,2026-09-11,A002,S027,MG Advanced,Enterprise,Partner,2026-08-28,16000,2026-12-26,Prospecting,Pipeline,2026-08-28,2026-08-28,,,synthetic,planning-v2-seed-20260920
SIM-0343,2026-09-11,A003,S028,MG Special,Scale,Outbound,2026-05-06,54000,2026-07-07,Won,Closed,2026-07-07,2026-07-07,2026-07-07,,synthetic,planning-v2-seed-20260920
SIM-0344,2026-09-11,A004,S029,GTK 500,Growth,Inbound,2025-12-21,8000,2026-05-02,Won,Closed,2026-05-02,2026-05-02,2026-05-02,,synthetic,planning-v2-seed-20260920
SIM-0345,2026-09-11,A005,S030,GTX Basic,Enterprise,Partner,2026-04-04,40000,2026-06-08,Lost,Closed,2026-06-08,2026-06-08,2026-06-08,Price,synthetic,planning-v2-seed-20260920
SIM-0346,2026-09-11,A006,S031,GTX Plus Basic,Scale,Outbound,2026-07-05,79000,2026-09-10,Won,Closed,2026-09-10,2026-09-10,2026-09-10,,synthetic,planning-v2-seed-20260920
SIM-0347,2026-09-11,A007,S032,GTX Plus Pro,Growth,Inbound,2026-09-11,66000,2026-12-25,Prospecting,Pipeline,2026-09-11,2026-09-11,,,synthetic,planning-v2-seed-20260920
SIM-0349,2026-09-11,A009,S034,MG Advanced,Scale,Outbound,2026-08-30,,2026-12-07,Prospecting,Pipeline,2026-08-30,2026-08-30,,,synthetic,planning-v2-seed-20260920
SIM-0350,2026-09-11,A010,S035,MG Special,Growth,Inbound,2026-09-09,12000,2026-11-28,Prospecting,Pipeline,2026-09-09,2026-09-09,,,synthetic,planning-v2-seed-20260920
SIM-0351,2026-09-11,A011,S001,GTK 500,Enterprise,Partner,2026-01-08,47000,2026-03-03,Lost,Closed,2026-03-03,2026-03-03,2026-03-03,Competition,synthetic,planning-v2-seed-20260920
SIM-0352,2026-09-11,A012,S002,GTX Basic,Scale,Outbound,2026-04-10,18000,2026-08-03,Lost,Closed,2026-08-03,2026-08-03,2026-08-03,Process,synthetic,planning-v2-seed-20260920
SIM-0353,2026-09-11,A013,S003,GTX Plus Basic,Growth,Inbound,2026-05-17,56000,2026-07-07,Won,Closed,2026-07-07,2026-07-07,2026-07-07,,synthetic,planning-v2-seed-20260920
SIM-0354,2026-09-11,A014,S004,GTX Plus Pro,Enterprise,Partner,2026-04-01,37000,2026-07-02,Won,Closed,2026-07-02,2026-07-02,2026-07-02,,synthetic,planning-v2-seed-20260920
SIM-0355,2026-09-11,A015,S005,GTX Pro,Scale,Outbound,2025-12-06,94000,2026-01-28,Won,Closed,2026-01-28,2026-01-28,2026-01-28,,synthetic,planning-v2-seed-20260920
SIM-0356,2026-09-11,A016,S006,MG Advanced,Growth,Inbound,2025-12-23,70000,2026-03-14,Won,Closed,2026-03-14,2026-03-14,2026-03-14,,synthetic,planning-v2-seed-20260920
SIM-0357,2026-09-11,A017,S007,MG Special,Enterprise,Partner,2026-01-26,53000,2026-03-05,Won,Closed,2026-03-05,2026-03-05,2026-03-05,,synthetic,planning-v2-seed-20260920
SIM-0358,2026-09-11,A018,S008,GTK 500,Scale,Outbound,2026-03-29,87000,2026-08-04,Won,Closed,2026-08-04,2026-08-04,2026-08-04,,synthetic,planning-v2-seed-20260920
SIM-0359,2026-09-11,A019,S009,GTX Basic,Growth,Inbound,2026-03-20,71000,2026-04-26,Lost,Closed,2026-04-26,2026-04-26,2026-04-26,Competition,synthetic,planning-v2-seed-20260920
SIM-0361,2026-09-11,A021,S011,GTX Plus Pro,Scale,Outbound,2026-01-22,37000,2026-04-10,Lost,Closed,2026-04-10,2026-04-10,2026-04-10,Price,synthetic,planning-v2-seed-20260920
SIM-0362,2026-09-11,A022,S012,GTX Pro,Growth,Inbound,2026-06-23,35000,2026-10-11,Proposal,Best Case,2026-08-28,2026-08-28,,,synthetic,planning-v2-seed-20260920
SIM-0363,2026-09-11,A023,S013,MG Advanced,Enterprise,Partner,2026-06-01,29000,2026-09-10,Negotiation,Commit,2026-08-20,2026-08-20,,,synthetic,planning-v2-seed-20260920
SIM-0364,2026-09-11,A024,S014,MG Special,Scale,Outbound,2026-06-24,72000,2026-09-22,Negotiation,Best Case,2026-09-04,2026-09-04,,,synthetic,planning-v2-seed-20260920
SIM-0365,2026-09-11,A025,S015,GTK 500,Growth,Inbound,2026-06-04,89000,2026-10-04,Negotiation,Commit,2026-08-12,2026-08-12,,,synthetic,planning-v2-seed-20260920
SIM-0366,2026-09-11,A026,S016,GTX Basic,Enterprise,Partner,2026-07-15,14000,2026-08-21,Won,Closed,2026-08-21,2026-08-21,2026-08-21,,synthetic,planning-v2-seed-20260920
SIM-0367,2026-09-11,A027,S017,GTX Plus Basic,Scale,Outbound,2026-03-05,73000,2026-05-09,Lost,Closed,2026-05-09,2026-05-09,2026-05-09,Competition,synthetic,planning-v2-seed-20260920
SIM-0368,2026-09-11,A028,S018,GTX Plus Pro,Growth,Inbound,2026-07-07,79000,2026-10-08,Proposal,Best Case,2026-08-31,2026-08-31,,,synthetic,planning-v2-seed-20260920
SIM-0369,2026-09-11,A029,S019,GTX Pro,Enterprise,Partner,2026-02-22,63000,2026-05-28,Lost,Closed,2026-05-28,2026-05-28,2026-05-28,Price,synthetic,planning-v2-seed-20260920
SIM-0370,2026-09-11,A030,S020,MG Advanced,Scale,Outbound,2026-06-13,99000,2026-09-10,Lost,Closed,2026-09-10,2026-09-10,2026-09-10,No decision,synthetic,planning-v2-seed-20260920
SIM-0371,2026-09-11,A031,S021,MG Special,Growth,Inbound,2026-03-17,82000,2026-07-25,Won,Closed,2026-07-25,2026-07-25,2026-07-25,,synthetic,planning-v2-seed-20260920
SIM-0372,2026-09-11,,S022,GTK 500,Enterprise,Partner,2026-04-13,67000,2026-07-17,Won,Closed,2026-07-17,2026-07-17,2026-07-17,,synthetic,planning-v2-seed-20260920
SIM-0373,2026-09-11,A033,S023,GTX Basic,Scale,Outbound,2026-01-07,96000,2026-03-07,Lost,Closed,2026-03-07,2026-03-07,2026-03-07,Price,synthetic,planning-v2-seed-20260920
SIM-0374,2026-09-11,A034,S024,GTX Plus Basic,Growth,Inbound,2026-06-21,96000,2026-10-04,Proposal,Best Case,2026-08-23,2026-08-23,,,synthetic,planning-v2-seed-20260920
SIM-0375,2026-09-11,A035,S025,GTX Plus Pro,Enterprise,Partner,2026-06-14,19000,2026-10-10,Proposal,Best Case,2026-08-23,2026-08-23,,,synthetic,planning-v2-seed-20260920
SIM-0376,2026-09-11,A036,S026,GTX Pro,Scale,Outbound,2026-05-10,98000,2026-09-03,Lost,Closed,2026-09-03,2026-09-03,2026-09-03,Process,synthetic,planning-v2-seed-20260920
SIM-0377,2026-09-11,A037,S027,MG Advanced,Growth,Inbound,2026-05-18,15000,2026-06-28,Won,Closed,2026-06-28,2026-06-28,2026-06-28,,synthetic,planning-v2-seed-20260920
SIM-0378,2026-09-11,A038,S028,MG Special,Enterprise,Partner,2026-07-11,61000,2026-08-20,Lost,Closed,2026-08-20,2026-08-20,2026-08-20,No decision,synthetic,planning-v2-seed-20260920
SIM-0379,2026-09-11,A039,S029,GTK 500,Scale,Outbound,2026-06-21,26000,2026-08-11,Won,Closed,2026-08-11,2026-08-11,2026-08-11,,synthetic,planning-v2-seed-20260920
SIM-0381,2026-09-11,A041,S031,GTX Plus Basic,Enterprise,Partner,2026-07-25,84000,2026-09-04,Negotiation,Commit,2026-08-26,2026-08-26,,,synthetic,planning-v2-seed-20260920
SIM-0382,2026-09-11,A042,S032,GTX Plus Pro,Scale,Outbound,2026-08-22,50000,2026-11-12,Qualification,Pipeline,2026-09-07,2026-09-07,,,synthetic,planning-v2-seed-20260920
SIM-0383,2026-09-11,A043,S033,GTX Pro,Growth,Inbound,2026-09-04,59000,2026-11-02,Prospecting,Pipeline,2026-09-04,2026-09-04,,,synthetic,planning-v2-seed-20260920
SIM-0384,2026-09-11,A044,S034,MG Advanced,Enterprise,Partner,2026-07-28,15000,2026-08-23,Lost,Closed,2026-08-23,2026-08-23,2026-08-23,Process,synthetic,planning-v2-seed-20260920
SIM-0385,2026-09-11,A045,S035,MG Special,Scale,Outbound,2026-09-05,13000,2026-11-17,Prospecting,Pipeline,2026-09-05,2026-09-05,,,synthetic,planning-v2-seed-20260920
SIM-0386,2026-09-11,A046,S001,GTK 500,Growth,Inbound,2026-09-11,61000,2026-11-08,Prospecting,Pipeline,2026-09-11,2026-09-11,,,synthetic,planning-v2-seed-20260920
